"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13311185","","","","0"
"2020-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12054674","","","","0"
"2020-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12344203","","","","0"
"2020-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12996276","","","","0"
"2020-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","15189339","","","","0"
"2020-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13296636","","","","0"
"2020-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11448876","","","","0"
"2020-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11943619","","","","0"
"2020-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12085624","","","","0"
"2020-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13137329","","","","0"
"2009-01","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3414774","","","","0"
"2009-02","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3161564","","","","0"
"2009-03","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3395961","","","","0"
"2009-04","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3335820","","","","0"
"2009-05","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","4090928","","","","0"
"2009-06","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3471974","","","","0"
"2009-07","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3363126","","","","0"
"2009-08","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3416100","","","","0"
"2009-09","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2838381","","","","0"
"2009-10","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2979906","","","","0"
"2009-11","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3234927","","","","0"
"2009-12","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3355673","","","","0"
"2010-01","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3340348","","","","0"
"2010-02","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3022382","","","","0"
"2010-03","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3293412","","","","0"
"2010-04","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2714830","","","","0"
"2010-05","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2552918","","","","0"
"2010-06","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2201042","","","","0"
"2010-07","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2195841","","","","0"
"2010-08","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2076218","","","","0"
"2010-09","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2367991","","","","0"
"2010-10","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2796019","","","","0"
"2010-11","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2770905","","","","0"
"2010-12","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3243253","","","","0"
"2011-01","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3238212","","","","0"
"2011-02","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2810965","","","","0"
"2011-03","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3107718","","","","0"
"2011-04","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3006667","","","","0"
"2011-05","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3573881","","","","0"
"2011-06","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3353023","","","","0"
"2011-07","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2912466","","","","0"
"2011-08","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2440926","","","","0"
"2011-09","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2118760","","","","0"
"2011-10","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2321940","","","","0"
"2011-11","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2646285","","","","0"
